#Organism/Name,Kingdom,Group,SubGroup,Size (Mb),Chrs,Organelles,Plasmids,BioProjects
Maracuja mosaic virus,Viruses,ssRNA viruses,Virgaviridae,0.006794,1,-,-,1
Marburg marburgvirus,Viruses,ssRNA viruses,Filoviridae,0.019114,1,-,-,2
Maribacter,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.77504,1,-,-,2
Maribacter antarcticus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.85301,-,-,-,1
Maribacter forsetii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.51437,-,-,-,1
Maribacter thermophilus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.05061,-,-,-,1
Maribius,Bacteria,Proteobacteria,Alphaproteobacteria,3.84977,-,-,-,1
Maricaulis maris,Bacteria,Proteobacteria,Alphaproteobacteria,3.36878,1,-,-,1
Marichromatium purpuratum,Bacteria,Proteobacteria,Gammaproteobacteria,3.77911,1,-,-,1
Mariental virus,Viruses,ssRNA viruses,Arenaviridae,0.0102,2,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-B03,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.00395,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-D07,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.435918,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-D11,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.36064,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-E16,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.41532,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-N04,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.29672,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-O18,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.522768,-,-,-,1
Marine Group I thaumarchaeote SCGC AAA799-P11,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.08105,-,-,-,1
Marine Group I thaumarchaeote SCGC AB-629-A13,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.404769,-,-,-,1
Marine Group I thaumarchaeote SCGC AB-629-I23,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.3093,-,-,-,1
Marine Group I thaumarchaeote SCGC RSA3,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.85193,-,-,-,1
Marine Group II euryarchaeote SCGC AB-629-J06,Archaea,Euryarchaeota,unclassified Euryarchaeota,0.534847,-,-,-,1
Marine Group III euryarchaeote SCGC AAA007-O11,Archaea,Euryarchaeota,unclassified Euryarchaeota,0.233168,-,-,-,1
Marine Group III euryarchaeote SCGC AAA288-E19,Archaea,Euryarchaeota,unclassified Euryarchaeota,0.474487,-,-,-,1
Marine RNA virus JP-A,Viruses,ssRNA viruses,unclassified,0.009236,1,-,-,1
Marine RNA virus JP-B,Viruses,ssRNA viruses,unclassified,0.008926,1,-,-,1
Marine RNA virus SOG,Viruses,ssRNA viruses,unclassified,0.004449,1,-,-,1
Marine birnavirus,Viruses,dsRNA viruses,Birnaviridae,0.00587,2,-,-,1
Marine gokushovirus,Viruses,ssDNA viruses,Microviridae,0.004129,1,-,-,1
Marine group II euryarchaeote SCGC AAA288-C18,Archaea,Euryarchaeota,unclassified Euryarchaeota,0.429678,-,-,-,1
Marine snail associated circular virus,Viruses,ssDNA viruses,Circoviridae,0.002305,1,-,-,1
Marinifilum fragile,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.71848,-,-,-,1
Marinilabilia salmonicolor,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.98263,-,-,-,2
Marinimicrobia bacterium JGI 0000039-D08,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,2.34719,-,-,-,1
Marinimicrobia bacterium JGI 0000039-E15,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.493984,-,-,-,1
Marinimicrobia bacterium JGI 0000039-O11,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.828046,-,-,-,1
Marinimicrobia bacterium JGI 0000059-D20,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.772719,-,-,-,1
Marinimicrobia bacterium JGI 0000059-E23,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.61806,-,-,-,1
Marinimicrobia bacterium JGI 0000059-L03,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.59765,-,-,-,1
Marinimicrobia bacterium JGI 0000077-B04,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.496915,-,-,-,1
Marinimicrobia bacterium JGI 0000090-C20,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.566695,-,-,-,1
Marinimicrobia bacterium JGI 0000113-D11,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,1.84259,-,-,-,1
Marinimicrobia bacterium JGI OTU-1,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,2.3571,-,-,-,1
Marinimicrobia bacterium JGI OTU-2,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,1.11901,-,-,-,1
Marinimicrobia bacterium SCGC AAA003-E22,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.888773,-,-,-,1
Marinimicrobia bacterium SCGC AAA003-L08,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,1.26563,-,-,-,1
Marinimicrobia bacterium SCGC AAA011-A05,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.237314,-,-,-,1
Marinimicrobia bacterium SCGC AAA076-M08,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.392252,-,-,-,1
Marinimicrobia bacterium SCGC AAA160-B08,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.92255,-,-,-,1
Marinimicrobia bacterium SCGC AAA160-C11,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.824595,-,-,-,1
Marinimicrobia bacterium SCGC AAA160-I06,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,1.12562,-,-,-,1
Marinimicrobia bacterium SCGC AAA257-N23,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.948616,-,-,-,1
Marinimicrobia bacterium SCGC AAA298-D23,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,0.979176,-,-,-,1
Marinimicrobia bacterium SCGC AB-629-J13,Bacteria,Fibrobacteres/Acidobacteria group,Marinimicrobia,1.93395,-,-,-,1
Marinimicrobium,Bacteria,Proteobacteria,Gammaproteobacteria,3.81511,-,-,-,1
Marinimicrobium agarilyticum,Bacteria,Proteobacteria,Gammaproteobacteria,4.50229,-,-,-,1
Mariniradius saccharolyticus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.85442,-,-,-,1
Marinithermus hydrothermalis,Bacteria,Deinococcus-Thermus,Deinococci,2.26917,1,-,-,1
Marinitoga,Bacteria,Thermotogae,Thermotogae,2.4354,-,-,-,2
Marinitoga piezophila,Bacteria,Thermotogae,Thermotogae,2.24479,1,-,1,1
Marinobacter,Bacteria,Proteobacteria,Gammaproteobacteria,4.89474,1,-,-,11
Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,4.65172,1,-,2,1
Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,4.413,-,-,-,1
Marinobacter daepoensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.83006,-,-,-,1
Marinobacter excellens,Bacteria,Proteobacteria,Gammaproteobacteria,3.99898,-,-,-,2
Marinobacter hydrocarbonoclasticus,Bacteria,Proteobacteria,Gammaproteobacteria,4.77976,1,-,2,2
Marinobacter lipolyticus,Bacteria,Proteobacteria,Gammaproteobacteria,4.02544,-,-,-,2
Marinobacter manganoxydans,Bacteria,Proteobacteria,Gammaproteobacteria,4.54959,-,-,-,1
Marinobacter nanhaiticus,Bacteria,Proteobacteria,Gammaproteobacteria,5.35891,-,-,-,1
Marinobacter psychrophilus,Bacteria,Proteobacteria,Gammaproteobacteria,3.9986,1,-,-,1
Marinobacter salarius,Bacteria,Proteobacteria,Gammaproteobacteria,4.61653,1,-,-,1
Marinobacter santoriniensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.03347,-,-,-,1
Marinobacter similis,Bacteria,Proteobacteria,Gammaproteobacteria,3.9759,1,-,-,1
Marinobacter subterrani,Bacteria,Proteobacteria,Gammaproteobacteria,4.45361,-,-,-,1
Marinobacterium,Bacteria,Proteobacteria,Gammaproteobacteria,4.55288,-,-,-,1
Marinobacterium jannaschii,Bacteria,Proteobacteria,Gammaproteobacteria,5.17783,-,-,-,1
Marinobacterium litorale,Bacteria,Proteobacteria,Gammaproteobacteria,4.3804,-,-,-,1
Marinobacterium rhizophilum,Bacteria,Proteobacteria,Gammaproteobacteria,5.36457,-,-,-,1
Marinobacterium stanieri,Bacteria,Proteobacteria,Gammaproteobacteria,4.37069,-,-,-,1
Marinococcus halotolerans,Bacteria,Firmicutes,Bacilli,3.13968,-,-,-,1
Marinomonas,Bacteria,Proteobacteria,Gammaproteobacteria,5.41218,1,-,-,3
Marinomonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,4.68432,1,-,-,1
Marinomonas phage P12026,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.031766,1,-,-,1
Marinomonas posidonica,Bacteria,Proteobacteria,Gammaproteobacteria,3.89994,1,-,-,1
Marinomonas profundimaris,Bacteria,Proteobacteria,Gammaproteobacteria,3.83337,-,-,-,1
Marinomonas ushuaiensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.3421,-,-,-,1
Marinospirillum insulare,Bacteria,Proteobacteria,Gammaproteobacteria,2.92043,-,-,-,1
Marinospirillum minutulum,Bacteria,Proteobacteria,Gammaproteobacteria,2.83607,-,-,-,1
Marinosulfonomonas,Bacteria,Proteobacteria,Alphaproteobacteria,-,-,-,-,-
Marinovum algicola,Bacteria,Proteobacteria,Alphaproteobacteria,5.25239,1,-,11,1
Mariprofundus ferrooxydans,Bacteria,Proteobacteria,Zetaproteobacteria,2.99273,-,-,-,3
Maritalea myrionectae,Bacteria,Proteobacteria,Alphaproteobacteria,3.53953,-,-,-,1
Maritimibacter alkaliphilus,Bacteria,Proteobacteria,Alphaproteobacteria,4.53611,-,-,-,1
Marivirga tractuosa,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.51649,1,-,1,1
Marmoricola,Bacteria,Actinobacteria,Actinobacteria,4.82955,-,-,-,1
Marmoricola aequoreus,Bacteria,Actinobacteria,Actinobacteria,4.1635,-,-,-,1
Marmota marmota,Eukaryota,Animals,Mammals,2513.98,-,-,-,1
Marseillevirus marseillevirus,Viruses,"dsDNA viruses, no RNA stage",Marseilleviridae,0.368454,1,-,-,1
Marssonina brunnea,Eukaryota,Fungi,Ascomycetes,51.9499,-,1,-,1
Martelella,Bacteria,Proteobacteria,Alphaproteobacteria,4.75361,-,-,-,1
Martelella endophytica,Bacteria,Proteobacteria,Alphaproteobacteria,4.81733,1,-,-,1
Martelella mediterranea,Bacteria,Proteobacteria,Alphaproteobacteria,5.64374,-,-,-,1
Maruca vitrata nucleopolyhedrovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.111953,1,-,-,1
Marvinbryantia formatexigens,Bacteria,Firmicutes,Clostridia,4.54896,-,-,-,1
Mason-Pfizer monkey virus,Viruses,Retro-transcribing viruses,Retroviridae,0.008557,1,-,-,1
Massilia,Bacteria,Proteobacteria,Betaproteobacteria,7.35693,1,-,-,7
Massilia alkalitolerans,Bacteria,Proteobacteria,Betaproteobacteria,6.11168,-,-,-,1
Massilia niastensis,Bacteria,Proteobacteria,Betaproteobacteria,6.59449,-,-,-,1
Massilia timonae,Bacteria,Proteobacteria,Betaproteobacteria,6.1365,-,-,-,1
Mastigamoeba balamuthi,Eukaryota,Protists,Other Protists,48.5931,-,-,-,1
Mastigocladopsis repens,Bacteria,Cyanobacteria,Stigonematales,6.46565,-,-,-,1
Mastigocladus laminosus,Bacteria,Cyanobacteria,Stigonematales,8.56018,-,-,-,1
Mastigocoleus testarum,Bacteria,Cyanobacteria,Stigonematales,15.8671,-,-,-,1
Mastomys polyomavirus,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.004899,1,-,-,1
Mavirus,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.019063,1,-,-,1
Mayaro virus,Viruses,ssRNA viruses,Togaviridae,0.011411,1,-,-,1
Mayetiola destructor,Eukaryota,Animals,Insects,185.828,-,1,-,2
Maylandia zebra,Eukaryota,Animals,Fishes,859.842,-,2,-,2
McMurdo Ice Shelf pond-associated circular DNA virus-1,Viruses,ssDNA viruses,unclassified,0.002089,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-2,Viruses,ssDNA viruses,unclassified,0.002614,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-3,Viruses,ssDNA viruses,unclassified,0.00312,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-4,Viruses,ssDNA viruses,unclassified,0.002698,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-5,Viruses,ssDNA viruses,unclassified,0.002026,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-6,Viruses,ssDNA viruses,unclassified,0.002549,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-7,Viruses,ssDNA viruses,unclassified,0.001901,1,-,-,1
McMurdo Ice Shelf pond-associated circular DNA virus-8,Viruses,ssDNA viruses,unclassified,0.002911,1,-,-,1
Mchenga conophoros,Eukaryota,Animals,Fishes,73.4256,-,-,-,1
Measles virus,Viruses,ssRNA viruses,Paramyxoviridae,0.015894,1,-,-,1
Medicago truncatula,Eukaryota,Plants,Land Plants,412.8,8,-,-,1
Megachile rotundata,Eukaryota,Animals,Insects,272.661,-,-,-,1
Megaderma lyra,Eukaryota,Animals,Mammals,1735.93,-,-,-,1
Megamonas funiformis,Bacteria,Firmicutes,Negativicutes,2.56251,-,-,-,1
Megamonas funiformis CAG:377,Bacteria,Firmicutes,Negativicutes,2.00662,-,-,-,1
Megamonas hypermegale,Bacteria,Firmicutes,Negativicutes,2.20994,1,-,-,2
Megamonas rupellensis,Bacteria,Firmicutes,Negativicutes,2.33005,-,-,-,1
Meganema perideroedes,Bacteria,Proteobacteria,Alphaproteobacteria,3.40995,-,-,-,1
Megaselia abdita,Eukaryota,Animals,Insects,412.271,-,-,-,1
Megaselia scalaris,Eukaryota,Animals,Insects,489.348,-,1,-,1
Megasphaera,Bacteria,Firmicutes,Negativicutes,2.65648,-,-,-,5
Megasphaera cerevisiae,Bacteria,Firmicutes,Negativicutes,3.23632,-,-,-,1
Megasphaera elsdenii,Bacteria,Firmicutes,Negativicutes,2.50462,1,-,-,4
Megasphaera elsdenii CAG:570,Bacteria,Firmicutes,Negativicutes,2.17805,-,-,-,1
Megasphaera genomosp. type_1,Bacteria,Firmicutes,Negativicutes,1.7262,-,-,-,1
Megasphaera massiliensis,Bacteria,Firmicutes,Negativicutes,2.73749,-,-,-,1
Megasphaera micronuciformis,Bacteria,Firmicutes,Negativicutes,1.76553,-,-,-,1
Megavirus chiliensis,Viruses,"dsDNA viruses, no RNA stage",Mimiviridae,1.2592,1,-,-,1
Megavirus lba,Viruses,"dsDNA viruses, no RNA stage",Mimiviridae,1.23052,1,-,-,1
Megavirus terra1,Viruses,"dsDNA viruses, no RNA stage",Mimiviridae,1.24462,1,-,-,1
Meiothermus cerbereus,Bacteria,Deinococcus-Thermus,Deinococci,3.03482,-,-,-,1
Meiothermus chliarophilus,Bacteria,Deinococcus-Thermus,Deinococci,4.68896,-,-,-,1
Meiothermus ruber,Bacteria,Deinococcus-Thermus,Deinococci,3.09888,1,-,-,5
Meiothermus rufus,Bacteria,Deinococcus-Thermus,Deinococci,2.74708,-,-,-,1
Meiothermus silvanus,Bacteria,Deinococcus-Thermus,Deinococci,3.72167,1,-,2,1
Meiothermus taiwanensis,Bacteria,Deinococcus-Thermus,Deinococci,3.02062,-,-,-,1
Meiothermus timidus,Bacteria,Deinococcus-Thermus,Deinococci,3.19063,-,-,-,1
Melaka orthoreovirus,Viruses,dsRNA viruses,Reoviridae,0.02341,10,-,-,1
Melampsora larici-populina,Eukaryota,Fungi,Basidiomycetes,101.129,-,-,-,1
Melampsora pinitorqua,Eukaryota,Fungi,Basidiomycetes,34.0321,-,-,-,1
Melandrium yellow fleck virus,Viruses,ssRNA viruses,Bromoviridae,0.008535,3,-,-,1
Melanochromis auratus,Eukaryota,Animals,Fishes,68.2386,-,-,-,1
Melanoplus sanguinipes entomopoxvirus,Viruses,"dsDNA viruses, no RNA stage",Poxviridae,0.23612,1,-,-,1
Melbournevirus,Viruses,"dsDNA viruses, no RNA stage",Marseilleviridae,0.36936,1,-,-,1
Meleagrid herpesvirus 1,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.15916,1,-,-,1
Meleagris gallopavo,Eukaryota,Animals,Birds,1128.34,32,1,-,1
Melegrivirus A,Viruses,ssRNA viruses,Picornaviridae,0.009075,1,-,-,1
Meles meles polyomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.005187,1,-,-,1
Melioribacter roseus,Bacteria,Bacteroidetes/Chlorobi group,Ignavibacteriae,3.30041,1,-,-,1
Melipona quadrifasciata,Eukaryota,Animals,Insects,256.303,-,-,-,1
Melissococcus plutonius,Bacteria,Firmicutes,Bacilli,2.10114,1,-,1,13
Melitaea cinxia,Eukaryota,Animals,Insects,389.908,-,1,-,1
Meloidogyne floridensis,Eukaryota,Animals,Roundworms,96.6731,-,-,-,1
Meloidogyne hapla,Eukaryota,Animals,Roundworms,53.013,-,-,-,1
Meloidogyne incognita,Eukaryota,Animals,Roundworms,82.095,-,1,-,1
Melon aphid-borne yellows virus,Viruses,ssRNA viruses,Luteoviridae,0.005674,1,-,-,1
Melon chlorotic mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005235,2,-,-,1
Melon chlorotic mosaic virus-associated alphasatellite,Viruses,Satellites,unclassified,0.001334,1,-,-,1
Melon necrotic spot virus,Viruses,ssRNA viruses,Tombusviridae,0.004266,1,-,-,1
Melon yellow spot virus,Viruses,ssRNA viruses,Bunyaviridae,0.016965,3,-,-,1
Melopsittacus undulatus,Eukaryota,Animals,Birds,1117.37,-,1,-,1
Menangle virus,Viruses,ssRNA viruses,Paramyxoviridae,0.015516,1,-,-,1
Mengenilla moldrzyki,Eukaryota,Animals,Insects,155.727,-,1,-,1
Meno virus,Viruses,ssRNA viruses,Mesoniviridae,0.019979,1,-,-,1
Mercadeo virus,Viruses,ssRNA viruses,Flaviviridae,0.010938,1,-,-,1
Merino Walk mammarenavirus,Viruses,ssRNA viruses,Arenaviridae,0.010562,2,-,-,1
Merkel cell polyomavirus,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.005387,1,-,-,1
Merops nubicus,Eukaryota,Animals,Birds,1062.96,-,-,-,1
Merremia mosaic Puerto Rico virus,Viruses,ssDNA viruses,Geminiviridae,0.005225,2,-,-,1
Merremia mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005049,2,-,-,1
Mesitornis unicolor,Eukaryota,Animals,Birds,1087.29,-,-,-,1
Mesoaciditoga lauensis,Bacteria,Thermotogae,Thermotogae,2.17247,-,-,-,1
Mesobuthus martensii,Eukaryota,Animals,Other Animals,925.546,-,1,-,1
Mesocestoides corti,Eukaryota,Animals,Flatworms,-,-,-,-,-
Mesocricetus auratus,Eukaryota,Animals,Mammals,2504.93,-,1,-,1
Mesocricetus auratus papillomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007647,1,-,-,1
Mesoflavibacter zeaxanthinifaciens,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.70466,-,-,-,2
Mesonia mobilis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.20556,-,-,-,1
Mesoplasma chauliocola,Bacteria,Tenericutes,Mollicutes,0.843889,-,-,-,1
Mesoplasma florum,Bacteria,Tenericutes,Mollicutes,0.825824,1,-,-,2
Mesoplasma grammopterae,Bacteria,Tenericutes,Mollicutes,0.806944,-,-,-,1
Mesoplasma photuris,Bacteria,Tenericutes,Mollicutes,0.778966,-,-,-,1
Mesoplasma seiffertii,Bacteria,Tenericutes,Mollicutes,0.977957,-,-,-,1
Mesoplasma syrphidae,Bacteria,Tenericutes,Mollicutes,0.916605,-,-,-,1
Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,8.78712,-,-,-,67
Mesorhizobium alhagi,Bacteria,Proteobacteria,Alphaproteobacteria,6.96895,-,-,-,1
Mesorhizobium amorphae,Bacteria,Proteobacteria,Alphaproteobacteria,7.29357,-,-,-,1
Mesorhizobium australicum,Bacteria,Proteobacteria,Alphaproteobacteria,6.20053,1,-,-,1
Mesorhizobium ciceri,Bacteria,Proteobacteria,Alphaproteobacteria,7.04148,1,-,1,4
Mesorhizobium huakuii,Bacteria,Proteobacteria,Alphaproteobacteria,6.88168,1,-,2,1
Mesorhizobium loti,Bacteria,Proteobacteria,Alphaproteobacteria,7.5963,1,-,2,6
Mesorhizobium metallidurans,Bacteria,Proteobacteria,Alphaproteobacteria,6.23253,-,-,-,1
Mesorhizobium opportunistum,Bacteria,Proteobacteria,Alphaproteobacteria,6.88444,1,-,-,1
Mesorhizobium phagevB_MloP_Lo5R7ANS,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.045718,1,-,-,1
Mesorhizobium plurifarium,Bacteria,Proteobacteria,Alphaproteobacteria,7.63927,-,-,-,4
Mesotoga infera,Bacteria,Thermotogae,Thermotogae,3.10827,-,-,-,1
Mesotoga prima,Bacteria,Thermotogae,Thermotogae,2.97595,1,-,1,1
Mesta yellow vein mosaic Bahraich virus,Viruses,ssDNA viruses,Geminiviridae,0.002737,1,-,-,1
Mesta yellow vein mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.002728,1,-,-,1
Mesta yellow vein mosaic virus-associated DNA beta,Viruses,Satellites,unclassified,0.001354,1,-,-,1
Mesta yellow vein mosaic virus-associated alphasatellite,Viruses,Satellites,unclassified,0.001358,1,-,-,1
Metallosphaera cuprina,Archaea,Crenarchaeota,Thermoprotei,1.84035,1,-,-,1
Metallosphaera hakonensis,Archaea,Crenarchaeota,Thermoprotei,2.38791,-,-,-,1
Metallosphaera sedula,Archaea,Crenarchaeota,Thermoprotei,2.19153,1,-,-,7
Metallosphaera yellowstonensis,Archaea,Crenarchaeota,Thermoprotei,2.81745,-,-,-,1
Metarhizium acridum,Eukaryota,Fungi,Ascomycetes,39.4223,-,-,-,1
Metarhizium album,Eukaryota,Fungi,Ascomycetes,30.4491,-,-,-,1
Metarhizium anisopliae,Eukaryota,Fungi,Ascomycetes,38.6725,-,1,-,4
Metarhizium brunneum,Eukaryota,Fungi,Ascomycetes,37.0662,-,-,-,1
Metarhizium guizhouense,Eukaryota,Fungi,Ascomycetes,43.4652,-,-,-,1
Metarhizium majus,Eukaryota,Fungi,Ascomycetes,42.063,-,-,-,1
Metarhizium robertsii,Eukaryota,Fungi,Ascomycetes,41.6568,-,-,-,2
Metaseiulus occidentalis,Eukaryota,Animals,Other Animals,151.724,-,1,-,1
Methanobacterium,Archaea,Euryarchaeota,Methanobacteria,2.49072,1,-,-,3
Methanobacterium arcticum,Archaea,Euryarchaeota,Methanobacteria,3.39392,-,-,-,1
Methanobacterium formicicum,Archaea,Euryarchaeota,Methanobacteria,2.68427,1,-,-,4
Methanobacterium lacus,Archaea,Euryarchaeota,Methanobacteria,2.58375,1,-,-,1
Methanobacterium paludis,Archaea,Euryarchaeota,Methanobacteria,2.54654,1,-,-,1
Methanobacterium phage psiM2,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.026111,1,-,-,1
Methanobacterium veterum,Archaea,Euryarchaeota,Methanobacteria,3.36956,-,-,-,1
Methanobrevibacter,Archaea,Euryarchaeota,Methanobacteria,1.99819,1,-,-,1
Methanobrevibacter arboriphilus,Archaea,Euryarchaeota,Methanobacteria,2.33148,-,-,-,3
Methanobrevibacter boviskoreani,Archaea,Euryarchaeota,Methanobacteria,2.0458,-,-,-,1
Methanobrevibacter oralis,Archaea,Euryarchaeota,Methanobacteria,2.10783,-,-,-,1
Methanobrevibacter ruminantium,Archaea,Euryarchaeota,Methanobacteria,2.9372,1,-,-,1
Methanobrevibacter smithii,Archaea,Euryarchaeota,Methanobacteria,2.01168,1,-,-,24
Methanobrevibacter smithii CAG:186,Archaea,Euryarchaeota,Methanobacteria,1.72997,-,-,-,1
Methanobrevibacter wolinii,Archaea,Euryarchaeota,Methanobacteria,2.04181,-,-,-,1
Methanocaldococcus,Archaea,Euryarchaeota,Methanococci,1.77314,1,-,1,2
Methanocaldococcus fervens,Archaea,Euryarchaeota,Methanococci,1.50725,1,-,1,1
Methanocaldococcus infernus,Archaea,Euryarchaeota,Methanococci,1.32819,1,-,-,1
Methanocaldococcus jannaschii,Archaea,Euryarchaeota,Methanococci,1.73993,1,-,-,1
Methanocaldococcus villosus,Archaea,Euryarchaeota,Methanococci,1.24938,-,-,-,2
Methanocaldococcus vulcanius,Archaea,Euryarchaeota,Methanococci,1.76174,1,-,2,1
Methanocella arvoryzae,Archaea,Euryarchaeota,Methanomicrobia,3.17992,1,-,-,1
Methanocella conradii,Archaea,Euryarchaeota,Methanomicrobia,2.37844,1,-,-,1
Methanocella paludicola,Archaea,Euryarchaeota,Methanomicrobia,2.95763,1,-,-,1
Methanococcoides burtonii,Archaea,Euryarchaeota,Methanomicrobia,2.57503,1,-,-,1
Methanococcoides methylutens,Archaea,Euryarchaeota,Methanomicrobia,2.50851,1,-,-,2
Methanococcus aeolicus,Archaea,Euryarchaeota,Methanococci,1.5695,1,-,-,1
Methanococcus maripaludis,Archaea,Euryarchaeota,Methanococci,1.78905,1,-,1,5
Methanococcus vannielii,Archaea,Euryarchaeota,Methanococci,1.72005,1,-,-,1
Methanococcus voltae,Archaea,Euryarchaeota,Methanococci,1.93639,1,-,-,1
Methanocorpusculum bavaricum,Archaea,Euryarchaeota,Methanomicrobia,1.70678,-,-,-,1
Methanocorpusculum labreanum,Archaea,Euryarchaeota,Methanomicrobia,1.80496,1,-,-,1
Methanoculleus,Archaea,Euryarchaeota,Methanomicrobia,2.54244,-,-,-,3
Methanoculleus bourgensis,Archaea,Euryarchaeota,Methanomicrobia,2.78977,1,-,-,1
Methanoculleus chikugoensis,Archaea,Euryarchaeota,Methanomicrobia,2.62754,-,-,-,1
Methanoculleus marisnigri,Archaea,Euryarchaeota,Methanomicrobia,2.4781,1,-,-,1
